,image_id,class_id,x_min,y_min,w,h
19716,4195,1,338.6,677.6,265.1,101.1
19717,4195,0,407.4,720.0,66.7,47.0
19718,4195,0,360.6,734.2,100.9,45.5
19719,4195,0,636.6,674.0,68.7,34.3
19720,4195,1,695.9,682.7,84.0,56.6
19721,4195,0,378.9,777.9,44.0,37.3
19722,4195,2,519.1,646.1,70.1,39.9
19723,4195,7,465.9,616.1,75.5,60.4
19724,4195,7,576.7,530.0,231.3,154.7
19725,4195,4,595.0,545.3,33.2,70.3
19726,4195,5,510.3,590.0,94.5,43.9
19727,4195,2,452.7,579.6,58.9,52.8
19728,4195,7,438.9,495.0,299.7,105.1
19729,4195,7,612.9,512.5,107.7,77.0
19730,4195,1,490.7,580.6,95.5,38.1
19731,4195,0,483.2,522.4,63.0,79.2
19732,4195,5,442.2,566.1,55.2,24.1
19733,4195,5,445.3,522.4,58.9,59.9
19734,4195,5,475.8,506.7,36.2,16.0
19735,4195,5,410.4,493.0,70.4,54.1
19736,4195,0,95.5,405.6,400.9,410.2
19737,4195,7,186.2,375.9,51.1,30.2
19738,4195,4,348.8,407.1,72.8,23.6
19739,4195,2,214.3,387.6,53.5,31.5
19740,4195,2,259.7,373.6,43.3,51.6
19741,4195,7,281.7,391.1,97.5,36.8
19742,4195,0,228.6,368.0,40.0,40.9
19743,4195,0,220.1,346.9,176.1,62.7
19744,4195,0,365.0,386.8,48.1,16.3
19745,4195,5,307.8,358.9,55.9,35.6
19746,4195,0,284.4,372.6,38.3,18.0
19747,4196,0,147.0,731.7,494.4,251.7
19748,4196,7,603.1,299.7,133.4,58.7
19749,4196,0,485.9,85.1,89.7,152.6
19750,4196,0,381.0,43.7,168.3,97.3
19751,4197,1,344.6,604.4,79.2,230.6
19752,4197,1,404.1,447.0,369.3,484.2
19753,4197,1,326.1,244.8,409.7,479.5
19754,4197,1,181.8,228.6,367.2,351.8
19755,4198,1,150.1,426.7,232.0,99.7
19756,4198,1,446.5,357.5,558.3,409.6
19757,4198,1,529.1,267.4,444.1,249.4
19758,4199,5,351.2,361.4,235.7,333.7
19759,4200,0,122.7,56.6,433.0,646.8
19760,4200,0,528.3,278.0,403.8,564.1
19761,4201,1,217.7,297.9,515.7,381.7
19762,4202,5,0.0,212.6,918.3,612.1
19763,4203,4,546.2,804.8,50.8,57.1
19764,4203,7,288.8,325.6,541.5,426.4
19765,4204,5,423.9,80.9,525.5,942.7
19766,4204,7,340.1,185.6,624.8,568.6
19767,4205,0,73.4,250.9,445.0,284.8
19768,4205,1,759.6,190.0,231.9,292.2
19769,4205,1,40.1,268.9,599.4,711.1
19770,4206,0,187.9,0.0,835.7,1023.7
19771,4206,4,314.6,0.0,236.0,161.5
19772,4206,4,15.9,0.0,442.9,469.6
19773,4206,4,0.0,504.4,299.0,350.0
19774,4206,4,0.0,274.8,259.7,303.5
19775,4206,4,234.3,105.9,424.0,875.9
19776,4206,4,0.0,830.2,261.1,193.5
19777,4207,4,0.0,0.0,269.5,626.8
19778,4207,3,321.8,0.0,526.0,222.5
19779,4207,4,451.0,675.6,245.1,227.2
19780,4207,4,441.7,189.3,313.7,578.4
19781,4208,9,282.8,212.1,548.9,637.7
19782,4209,1,460.7,34.5,164.3,346.1
19783,4209,7,481.0,221.5,301.7,616.3
19784,4209,7,248.6,386.4,260.3,499.8
19785,4210,5,334.9,237.2,505.9,296.6
19786,4211,7,350.0,332.9,393.1,315.3
19787,4212,5,290.9,199.6,478.5,489.7
19788,4213,7,267.9,318.0,550.9,363.4
19789,4214,1,269.7,242.8,368.8,581.8
19790,4215,7,273.3,0.0,287.0,475.1
19791,4215,1,534.3,159.2,186.7,225.2
19792,4215,1,523.2,71.1,196.1,232.6
19793,4215,7,449.0,201.1,242.5,417.2
19794,4215,7,366.2,471.0,186.2,132.4
19795,4215,7,329.1,499.1,201.1,184.6
19796,4215,0,214.1,381.3,385.5,537.1
19797,4216,0,391.1,356.2,263.1,355.2
19798,4217,6,0.0,0.0,1023.7,969.4
19799,4217,4,237.0,791.1,255.0,232.6
19800,4217,4,457.8,196.1,126.3,122.7
19801,4217,4,470.0,112.3,152.7,203.2
19802,4217,4,355.2,304.0,56.6,56.9
19803,4217,4,729.4,358.6,56.9,33.3
19804,4217,4,176.8,334.0,149.7,131.8
19805,4217,4,275.0,226.5,288.8,129.8
19806,4217,4,507.9,147.0,386.7,271.2
19807,4217,4,405.7,374.6,457.1,183.1
19808,4217,4,228.9,288.8,177.4,170.9
19809,4217,4,239.1,300.4,496.1,151.1
19810,4217,4,58.9,398.0,187.9,214.1
19811,4217,4,309.5,645.3,433.8,173.5
19812,4217,4,109.0,385.5,320.3,209.3
19813,4217,1,723.0,346.4,300.7,363.9
19814,4217,4,382.3,508.4,372.1,84.6
19815,4217,4,412.4,646.1,404.7,117.6
19816,4217,4,4.7,435.3,278.0,368.5
19817,4217,4,170.7,676.6,435.1,275.6
19818,4217,4,245.8,566.3,538.8,130.3
19819,4217,4,172.7,406.3,509.0,132.8
19820,4217,4,162.5,608.3,493.7,301.7
19821,4217,3,815.4,457.4,208.3,127.7
19822,4217,0,825.9,143.5,197.8,187.4
19823,4217,6,0.0,506.4,371.5,517.3
19824,4218,0,157.6,130.0,375.4,293.1
19825,4218,0,0.0,0.0,1023.7,1023.8
19826,4218,1,394.1,243.6,90.7,194.0
19827,4218,1,677.0,146.4,92.4,88.7
19828,4218,1,710.8,28.7,312.9,249.3
19829,4218,2,599.4,198.2,147.6,71.3
19830,4218,0,638.2,306.0,65.2,225.8
19831,4218,4,358.8,253.1,316.4,610.7
19832,4218,0,871.4,247.3,152.3,61.8
19833,4218,0,651.9,232.2,152.9,101.8
19834,4218,7,673.2,527.1,173.3,92.2
19835,4218,7,646.2,605.8,109.6,117.6
19836,4218,7,802.7,269.3,111.4,32.7
19837,4218,0,570.4,21.3,287.1,250.4
19838,4218,0,739.3,674.9,284.4,113.6
19839,4219,1,625.3,267.2,126.5,145.9
19840,4219,1,489.1,306.5,217.4,227.9
19841,4219,7,213.3,179.1,261.1,652.2
19842,4219,7,521.7,283.1,165.8,129.7
19843,4219,7,49.0,524.5,292.3,499.1
19844,4219,1,387.3,399.9,268.7,479.8
19845,4219,1,445.7,512.3,102.1,182.9
19846,4219,1,678.9,392.1,171.7,110.1
19847,4220,7,434.0,306.1,314.4,396.5
19848,4221,0,306.4,317.1,572.1,261.8
19849,4222,6,251.2,169.0,569.1,515.0
19850,4223,5,94.9,56.3,786.2,715.4
19851,4223,4,665.8,159.0,126.3,103.9
19852,4223,4,549.4,159.5,107.5,99.5
19853,4223,4,428.3,150.3,110.5,103.4
19854,4223,3,597.0,175.1,53.3,31.8
19855,4223,4,303.6,136.9,118.7,111.4
19856,4223,4,181.9,128.5,120.1,113.4
19857,4223,4,667.5,261.5,128.0,90.5
19858,4223,4,549.0,254.5,110.5,94.5
19859,4223,4,428.3,253.8,110.1,91.5
19860,4223,4,304.0,238.9,118.1,102.2
19861,4223,4,184.9,232.9,115.8,103.4
19862,4223,4,665.5,360.7,129.3,80.4
19863,4223,4,548.1,356.7,111.5,82.4
19864,4223,0,712.4,181.6,49.0,38.7
19865,4223,0,714.7,277.3,38.0,39.7
19866,4223,0,589.1,383.3,46.0,26.8
19867,4223,4,429.0,354.2,111.5,82.1
19868,4223,4,310.2,349.0,113.4,83.6
19869,4223,4,181.6,343.1,119.7,85.8
19870,4223,4,663.5,448.0,132.3,80.4
19871,4223,4,547.4,444.5,111.5,81.6
19872,4223,4,429.3,443.5,110.1,81.1
19873,4223,4,307.9,438.6,114.1,84.3
19874,4223,4,184.2,438.1,117.4,83.8
19875,4223,4,661.8,531.3,132.3,84.1
19876,4223,4,546.7,529.9,113.1,86.1
19877,4223,4,427.7,529.9,110.5,84.6
19878,4223,4,305.9,527.9,112.1,85.8
19879,4223,4,176.3,527.6,123.7,86.8
19880,4223,4,663.2,619.2,132.6,91.5
19881,4223,4,547.1,619.2,119.1,91.0
19882,4223,0,595.3,654.6,48.3,22.8
19883,4223,4,428.0,617.7,112.1,89.3
19884,4223,0,467.3,651.4,50.6,22.1
19885,4223,4,308.3,618.2,115.1,88.1
19886,4223,4,182.6,618.2,117.4,93.5
19887,4224,5,355.9,386.3,262.8,297.9
19888,4225,0,731.1,548.8,292.6,121.4
19889,4225,7,915.3,547.6,108.4,108.2
19890,4225,7,736.2,562.0,215.7,146.5
19891,4225,0,544.2,796.4,21.7,74.2
19892,4225,7,391.8,574.2,292.9,222.5
19893,4225,1,328.8,306.3,211.6,252.7
19894,4225,1,290.9,261.6,160.8,188.7
19895,4225,7,492.7,584.1,157.1,79.2
19896,4226,1,650.2,170.2,72.1,80.5
19897,4226,1,667.8,868.8,355.9,154.9
19898,4226,1,860.1,752.8,163.6,134.9
19899,4226,1,594.3,582.9,429.4,393.9
19900,4226,7,205.9,386.0,595.6,637.7
19901,4226,2,433.1,671.5,360.6,189.2
19902,4226,2,752.8,439.4,202.2,301.5
19903,4226,7,194.7,229.3,829.0,518.6
19904,4226,2,0.0,674.5,172.0,182.1
19905,4226,0,0.0,564.3,113.4,167.9
19906,4226,2,89.1,595.0,232.0,160.0
19907,4226,0,134.8,725.8,236.0,83.6
19908,4226,1,0.0,773.1,70.4,113.3
19909,4226,5,625.4,102.9,62.3,51.3
19910,4226,2,459.2,123.9,208.3,166.1
19911,4226,0,414.1,201.4,101.9,86.6
19912,4226,0,402.3,54.6,31.5,208.0
19913,4226,0,677.2,10.7,232.0,241.5
19914,4226,0,678.9,0.0,320.0,131.8
19915,4226,7,724.7,0.0,299.0,475.2
19916,4226,7,447.0,950.1,100.6,73.7
19917,4227,9,685.4,351.7,338.3,404.6
19918,4227,9,481.2,389.8,394.2,400.3
19919,4227,1,345.1,0.0,678.6,270.2
19920,4227,1,0.0,0.0,231.6,405.6
19921,4227,7,0.0,0.0,121.9,267.2
19922,4227,1,0.0,60.2,887.5,781.2
19923,4227,5,715.5,192.3,308.1,49.8
19924,4227,9,204.2,223.0,646.4,538.2
19925,4227,9,0.0,72.6,680.3,573.2
19926,4228,5,350.5,216.9,329.8,304.3
19927,4229,1,326.3,377.2,372.1,399.6
19928,4230,7,484.2,566.6,85.3,81.8
19929,4230,7,467.0,351.5,147.6,99.8
19930,4230,0,356.9,256.0,163.6,93.5
19931,4231,0,307.8,204.4,74.8,74.4
19932,4232,1,302.2,220.1,447.3,715.6
19933,4233,0,152.4,153.7,160.8,99.3
19934,4233,1,702.0,239.5,164.9,147.0
19935,4233,0,700.6,317.0,52.1,30.0
19936,4233,5,269.5,567.9,345.7,102.6
19937,4233,5,674.2,603.7,238.4,239.0
19938,4234,2,446.2,125.8,140.1,108.1
19939,4234,2,260.0,163.8,155.5,125.8
19940,4234,0,786.2,410.4,112.6,80.4
19941,4234,5,628.3,507.7,241.1,84.9
19942,4234,5,600.4,321.8,221.0,206.7
19943,4234,2,212.3,375.3,175.5,127.8
19944,4234,2,220.4,330.7,162.3,110.5
19945,4234,5,482.8,567.8,230.9,77.4
19946,4234,5,556.9,588.7,281.7,254.2
19947,4234,5,471.0,611.1,221.0,178.8
19948,4234,4,431.5,824.7,267.7,138.4
19949,4234,5,713.4,758.0,204.8,246.6
19950,4234,5,635.7,786.8,268.4,177.4
19951,4234,5,898.8,857.2,125.0,142.7
19952,4235,0,225.5,193.5,99.9,62.2
19953,4235,1,476.8,229.8,199.1,142.7
19954,4235,1,526.6,212.1,99.2,57.7
19955,4235,6,359.3,310.6,292.9,255.7
19956,4235,0,663.0,354.0,159.5,165.3
19957,4236,6,78.6,153.7,886.9,808.1
19958,4236,1,830.0,580.3,138.2,194.5
19959,4236,7,585.1,117.8,99.2,72.9
19960,4236,0,114.8,230.6,307.5,703.0
19961,4237,7,103.4,314.2,795.2,437.5
19962,4238,5,130.3,256.0,193.8,346.8
19963,4238,0,671.9,540.4,211.8,243.7
19964,4238,0,430.0,744.4,89.4,222.4
19965,4239,0,233.7,367.0,415.8,331.4
19966,4240,0,357.8,612.2,56.1,198.8
19967,4240,0,420.6,563.8,180.1,312.9
19968,4240,0,450.0,377.6,157.5,223.8
19969,4240,0,574.0,385.7,103.6,303.4
19970,4240,0,647.1,556.4,98.0,130.4
19971,4241,7,14.6,288.0,958.0,594.3
19972,4242,3,164.6,172.7,455.4,562.8
19973,4243,6,931.8,625.1,91.9,330.8
19974,4243,6,849.5,637.6,130.3,386.0
19975,4243,6,835.0,658.3,61.0,342.3
19976,4243,6,679.9,667.1,177.3,356.6
19977,4243,6,482.5,685.4,210.5,281.7
19978,4243,6,313.4,801.2,183.6,169.7
19979,4243,6,174.0,629.2,161.0,323.4
19980,4243,6,959.5,370.1,64.3,254.6
19981,4243,6,836.1,367.4,144.3,293.6
19982,4243,6,784.5,373.5,61.2,306.5
19983,4243,6,599.6,381.3,196.1,312.2
19984,4243,6,465.8,442.2,165.1,294.9
19985,4243,6,234.9,472.4,271.5,362.3
19986,4243,6,974.0,0.0,49.8,384.7
19987,4243,6,859.2,0.0,150.9,429.4
19988,4243,6,682.2,0.0,209.3,397.5
19989,4243,6,310.1,0.0,382.5,487.6
19990,4243,6,76.2,0.0,318.5,529.6
19991,4243,0,896.0,419.6,45.5,240.1
19992,4243,0,978.5,645.4,45.2,252.3
19993,4243,0,785.8,372.5,36.6,310.2
19994,4243,0,507.2,917.7,35.6,51.5
19995,4243,0,333.5,815.1,71.1,152.7
19996,4243,0,218.2,679.6,58.7,27.1
19997,4243,0,216.9,518.1,43.4,317.3
19998,4244,0,866.0,475.6,157.8,102.6
19999,4244,0,691.4,519.3,137.0,65.6
20000,4244,1,267.4,500.7,231.2,102.6
20001,4244,0,361.1,504.1,63.0,20.5
20002,4244,0,7.1,307.6,298.4,84.3
20003,4244,7,0.0,213.6,99.9,83.3
20004,4244,0,13.3,293.1,116.9,49.1
20005,4245,4,278.3,148.8,476.8,596.1
20006,4246,0,856.6,185.6,34.3,32.5
20007,4246,0,879.2,140.9,144.5,135.1
20008,4246,7,198.3,95.5,477.5,226.5
20009,4246,7,73.4,249.2,750.7,739.9
20010,4247,0,102.3,98.9,15.0,85.0
20011,4247,7,91.2,159.2,236.4,476.8
20012,4247,7,227.8,242.5,323.6,538.1
20013,4247,7,525.2,257.7,389.3,623.1
20014,4247,0,123.2,71.4,109.2,134.1
20015,4248,7,363.7,498.8,61.6,136.8
20016,4248,7,496.8,276.0,190.3,132.4
20017,4248,7,606.1,395.9,179.5,332.5
20018,4248,1,0.0,760.2,228.6,263.4
20019,4248,1,330.2,367.1,368.4,143.2
20020,4248,7,339.3,446.6,315.3,384.0
20021,4249,3,348.8,366.7,338.6,255.0
20022,4249,0,878.4,185.9,145.3,155.9
20023,4249,0,927.5,386.8,96.2,200.1
20024,4250,7,100.6,232.3,736.8,572.3
20025,4251,5,358.6,190.0,234.7,493.7
20026,4251,1,384.8,411.4,189.7,229.9
20027,4251,0,337.8,93.5,162.3,340.0
20028,4251,0,666.7,771.4,162.3,158.5
20029,4252,3,323.3,262.5,312.9,425.5
20030,4253,7,480.8,468.3,184.2,105.4
20031,4253,0,363.7,471.1,292.6,137.4
20032,4254,0,106.0,272.5,743.6,522.2
20033,4255,2,317.5,295.3,358.9,442.6
20034,4256,0,529.3,643.8,322.7,212.8
20035,4256,5,179.5,234.7,630.5,295.9
20036,4257,5,327.1,223.2,264.8,473.9
20037,4258,6,132.4,443.4,581.4,306.8
20038,4258,6,897.7,436.8,126.0,48.0
20039,4258,7,835.0,316.2,188.6,126.0
20040,4258,0,842.5,268.2,115.5,29.0
20041,4258,3,711.8,312.4,44.4,30.2
20042,4258,3,797.1,336.5,61.3,40.1
20043,4258,5,701.6,369.8,176.4,86.1
20044,4258,5,938.3,474.7,43.3,31.5
20045,4258,2,699.6,424.4,44.7,39.1
20046,4258,7,431.7,197.6,52.1,45.5
20047,4258,7,285.5,202.4,235.7,145.8
20048,4258,7,0.0,605.7,56.6,121.9
20049,4258,1,78.2,740.8,127.7,72.9
20050,4258,5,36.2,789.3,83.3,39.4
20051,4258,5,0.0,629.8,50.8,24.6
20052,4258,0,39.3,620.2,112.1,14.7
20053,4258,1,216.0,308.3,417.2,245.3
20054,4258,0,433.8,550.1,97.2,216.9
20055,4258,5,836.4,785.5,47.4,58.2
20056,4259,6,672.5,840.6,100.9,51.8
20057,4259,6,0.0,757.6,346.1,266.2
20058,4259,6,683.0,781.2,66.4,64.0
20059,4259,6,733.5,677.6,233.7,110.0
20060,4259,6,749.4,620.7,231.3,136.1
20061,4259,6,713.1,561.0,260.1,120.4
20062,4259,6,730.1,521.4,231.6,91.7
20063,4259,6,645.4,460.7,355.2,91.2
20064,4259,6,407.4,375.1,612.6,116.3
20065,4259,6,310.2,309.6,713.5,119.9
20066,4259,6,325.8,260.8,697.9,99.6
20067,4259,6,374.9,194.8,570.6,55.9
20068,4259,6,399.9,237.0,568.9,49.8
20069,4259,6,345.1,152.9,624.1,61.5
20070,4259,6,369.8,31.0,609.5,112.8
20071,4259,6,339.0,93.5,647.1,91.2
20072,4259,6,0.0,738.5,688.8,285.2
20073,4259,6,0.0,697.7,684.4,326.1
20074,4259,6,0.0,645.3,671.2,332.2
20075,4259,6,4.4,613.3,740.6,315.2
20076,4259,6,4.7,570.2,749.4,301.7
20077,4259,6,1.0,520.4,759.2,286.5
20078,4259,6,0.0,465.0,738.9,239.7
20079,4259,6,21.3,432.8,714.5,197.8
20080,4259,0,438.2,103.4,152.7,241.3
20081,4259,7,0.0,305.5,445.0,186.9
20082,4259,7,328.5,341.6,416.2,207.2
20083,4259,7,925.8,664.9,97.9,73.9
20084,4259,7,725.7,700.4,298.0,323.3
20085,4259,1,537.4,887.1,434.1,136.6
20086,4259,0,554.7,899.0,43.3,72.4
20087,4259,1,574.3,974.0,85.7,49.8
20088,4260,5,852.6,0.0,171.2,214.7
20089,4260,0,842.9,170.3,57.4,27.4
20090,4260,0,176.0,868.2,151.4,155.4
20091,4260,5,205.5,569.9,35.8,151.7
20092,4260,1,75.7,582.1,95.7,199.8
20093,4260,1,83.6,560.8,130.5,256.3
20094,4260,7,276.1,885.2,324.8,138.5
20095,4260,7,113.0,89.7,693.6,890.6
20096,4260,0,178.3,935.6,26.2,82.6
20097,4260,7,301.5,911.6,56.6,35.6
20098,4260,0,346.7,915.6,38.1,42.3
20099,4261,1,0.0,0.0,638.6,362.9
20100,4261,0,0.0,319.2,142.6,124.4
20101,4261,6,119.5,257.5,562.5,508.4
20102,4261,6,633.9,562.5,239.1,128.3
20103,4262,5,393.1,366.3,307.4,338.5
20104,4263,1,0.0,40.4,1023.7,890.7
20105,4264,2,280.0,443.2,317.6,244.3
20106,4265,5,290.2,469.3,370.1,147.0
20107,4266,7,839.4,716.4,184.3,182.9
20108,4266,0,0.0,0.0,1023.7,723.3
20109,4266,0,505.2,56.4,168.0,161.3
20110,4266,1,10.4,431.6,317.0,155.3
20111,4266,1,336.9,174.9,331.9,346.2
20112,4266,7,248.3,163.1,588.1,690.9
20113,4266,1,16.9,302.7,110.5,170.0
20114,4266,0,23.7,331.1,113.5,84.7
20115,4266,0,0.0,232.9,25.8,359.1
20116,4266,0,0.0,658.0,418.7,365.8
20117,4266,0,661.9,840.2,361.8,183.6
20118,4267,0,0.0,0.0,1023.7,1023.7
20119,4267,5,81.0,150.0,869.1,679.6
20120,4268,4,305.8,150.7,163.6,640.0
20121,4268,4,38.6,40.0,278.6,793.4
20122,4268,4,805.6,219.8,205.5,345.4
20123,4268,4,921.4,446.6,102.3,382.3
20124,4268,4,709.1,357.9,113.3,412.4
20125,4268,4,759.4,226.9,264.4,614.9
20126,4268,4,556.7,175.4,293.6,684.0
20127,4268,4,400.3,175.7,216.9,693.8
20128,4268,0,506.7,334.9,99.8,84.7
20129,4268,0,934.6,370.8,89.1,84.0
20130,4269,7,0.0,0.0,1023.7,1023.7
20131,4269,9,179.5,275.0,593.9,577.0
20132,4269,9,380.3,287.7,582.1,498.3
20133,4270,1,238.4,272.5,317.6,386.0
20134,4270,5,0.0,457.1,284.4,221.7
20135,4271,7,749.2,0.0,274.5,1023.7
20136,4271,7,87.4,766.6,128.8,194.0
20137,4271,6,164.3,857.4,85.6,149.3
20138,4271,6,244.8,898.0,521.9,125.6
20139,4271,6,193.0,720.9,424.9,302.7
20140,4271,6,210.8,116.1,665.1,449.4
20141,4271,6,243.3,445.6,608.3,519.8
20142,4271,6,152.1,902.1,135.1,121.6
20143,4271,7,111.7,911.6,45.5,109.4
20144,4272,1,313.2,240.5,435.8,278.3
20145,4273,7,837.4,86.6,186.2,133.8
20146,4273,1,958.3,282.7,65.4,63.7
20147,4273,7,167.6,285.7,430.4,438.1
20148,4273,1,924.8,240.8,46.7,23.9
20149,4273,7,638.3,462.2,57.6,24.1
20150,4273,7,650.5,576.0,194.0,39.1
20151,4273,7,385.7,531.0,126.3,91.2
20152,4273,1,497.1,464.5,153.4,129.8
20153,4273,1,494.1,482.3,189.0,137.9
20154,4273,1,650.8,478.0,188.6,126.2
20155,4273,7,470.7,372.1,131.4,112.5
20156,4273,5,463.9,209.5,129.0,174.2
20157,4273,1,394.5,284.7,78.9,165.3
20158,4273,5,399.6,469.8,177.1,86.1
20159,4273,5,418.5,433.0,115.5,78.2
20160,4273,5,595.0,618.9,263.8,228.3
20161,4273,5,675.9,215.9,106.7,160.5
20162,4273,7,550.3,261.6,175.1,216.4
20163,4273,7,688.1,458.7,132.1,56.6
20164,4273,7,710.8,231.6,312.9,276.6
20165,4274,1,267.2,137.8,619.9,649.5
20166,4274,7,668.4,344.4,51.8,234.7
20167,4274,0,290.0,249.2,467.6,329.1
20168,4274,0,848.8,0.0,175.0,267.9
20169,4275,6,147.3,513.5,664.7,236.4
20170,4275,7,144.9,311.4,569.2,168.1
20171,4276,3,121.2,179.0,682.0,600.1
20172,4277,1,264.4,489.0,550.9,319.3
20173,4278,7,0.0,290.5,99.9,180.1
20174,4279,6,771.7,257.3,85.7,196.8
20175,4279,7,252.3,534.6,484.2,393.7
20176,4279,7,251.9,178.8,544.2,403.3
20177,4280,4,52.1,285.8,158.2,526.2
20178,4280,4,182.6,281.1,138.9,528.9
20179,4280,4,298.4,290.5,132.1,516.4
20180,4280,4,978.3,493.4,45.5,325.4
20181,4280,4,859.2,291.6,152.9,525.2
20182,4280,4,753.0,286.1,140.7,529.6
20183,4280,4,644.1,283.1,129.8,526.9
20184,4280,4,539.9,279.0,115.0,529.6
20185,4280,4,432.0,277.0,110.2,531.6
20186,4281,7,838.4,208.8,185.2,454.3
20187,4281,1,708.1,853.1,315.6,170.7
20188,4281,1,767.3,704.5,256.3,220.4
20189,4281,1,821.8,622.0,201.8,146.5
20190,4281,7,771.0,222.7,249.6,596.1
20191,4281,0,284.4,0.0,83.6,81.8
20192,4281,0,337.9,0.0,64.7,83.6
20193,4281,7,314.6,0.0,69.4,81.8
20194,4281,7,361.3,0.0,98.9,84.3
20195,4281,1,494.7,0.0,65.0,88.9
20196,4281,1,421.2,0.0,100.9,87.9
20197,4281,7,67.4,73.1,894.0,910.2
20198,4282,6,57.7,730.9,799.7,292.9
20199,4282,6,116.7,611.3,643.1,267.3
20200,4282,6,183.3,334.6,600.1,321.0
20201,4282,6,190.5,13.8,589.5,303.6
20202,4282,0,202.4,301.3,567.6,40.4
20203,4282,0,434.5,0.0,150.9,1023.7
20204,4283,8,266.7,275.5,277.0,83.9
20205,4283,8,228.5,377.5,187.8,161.2
20206,4283,8,261.7,401.0,221.5,186.7
20207,4283,8,342.7,425.6,216.1,179.1
20208,4283,8,402.3,567.3,242.9,142.9
20209,4283,8,681.3,280.2,106.8,195.5
20210,4283,8,522.0,393.3,183.8,142.2
20211,4283,8,475.1,348.5,224.7,74.3
20212,4284,7,326.4,446.2,437.2,297.4
20213,4285,0,437.4,140.5,536.1,808.0
20214,4285,5,32.5,201.2,703.3,630.8
20215,4286,7,230.9,164.6,227.8,370.8
20216,4286,7,295.1,225.5,311.9,510.6
20217,4286,7,579.8,212.7,351.5,570.9
20218,4287,4,398.9,216.1,263.8,494.2
20219,4288,1,79.2,499.3,86.7,80.8
20220,4288,0,119.9,570.2,41.7,41.1
20221,4288,7,64.7,91.2,600.7,706.8
20222,4288,5,543.2,305.3,78.9,45.5
20223,4289,0,182.6,521.8,126.0,105.3
20224,4289,5,206.5,255.7,735.5,564.1
20225,4290,4,470.7,471.6,77.2,43.4
20226,4290,1,238.1,425.1,382.6,487.6
20227,4290,1,403.0,997.6,131.7,26.2
20228,4290,0,404.7,915.3,57.2,108.4
20229,4290,5,408.7,842.7,128.0,158.2
20230,4290,0,429.4,841.9,48.1,18.0
20231,4290,0,334.2,819.6,64.0,37.8
20232,4290,0,326.4,809.4,102.6,85.1
20233,4290,7,322.0,598.9,115.5,259.8
20234,4290,1,362.7,604.4,127.3,200.9
20235,4290,1,331.2,409.7,175.7,273.3
20236,4290,4,471.4,492.2,73.5,143.7
20237,4290,3,367.4,311.9,148.7,294.3
20238,4290,0,488.6,602.7,70.8,69.3
20239,4290,0,300.4,282.9,99.6,740.8
20240,4290,7,325.8,0.0,350.5,302.5
20241,4290,0,510.3,369.5,79.6,93.7
20242,4290,0,552.0,342.6,40.0,72.4
20243,4291,4,546.5,199.6,181.2,561.8
20244,4291,4,376.9,543.2,242.8,307.6
20245,4291,4,197.1,577.8,268.2,343.6
20246,4291,0,941.4,773.3,82.3,91.2
20247,4291,7,0.0,537.7,50.1,303.7
20248,4292,5,186.7,563.1,100.8,142.6
20249,4292,1,187.7,615.3,72.9,87.0
20250,4292,1,275.3,170.0,688.0,627.5
20251,4292,0,547.3,653.2,291.6,122.9
20252,4292,6,158.7,231.3,269.0,345.4
20253,4292,7,415.5,224.2,316.4,280.4
20254,4292,6,431.0,472.7,330.7,151.7
20255,4292,1,490.2,606.8,252.2,26.8
20256,4293,1,107.9,51.5,825.9,904.5
20257,4293,1,233.4,98.9,671.7,559.1
20258,4293,6,461.2,407.7,138.4,186.2
20259,4293,0,317.7,381.0,160.3,263.8
20260,4294,5,948.8,851.6,74.9,172.0
20261,4294,5,759.9,273.9,81.8,236.7
20262,4294,7,251.9,10.2,282.2,804.9
20263,4294,1,753.0,393.8,270.7,479.2
20264,4294,3,449.0,452.4,256.8,532.0
20265,4294,6,760.9,347.8,23.9,137.5
20266,4294,6,765.5,306.5,42.9,105.0
20267,4294,5,817.8,384.0,20.8,61.3
20268,4295,0,0.0,384.7,311.9,320.7
20269,4296,5,660.8,308.8,362.9,370.8
20270,4296,5,652.2,360.0,323.8,393.8
20271,4296,3,32.0,111.4,314.9,765.0
20272,4296,3,611.0,802.5,135.1,212.7
20273,4296,3,353.3,92.4,309.8,841.5
20274,4297,1,330.1,348.4,399.7,398.2
20275,4298,2,313.8,304.4,401.5,369.1
20276,4299,6,133.8,606.0,684.4,403.0
20277,4299,6,121.6,541.7,689.4,441.1
20278,4299,6,179.8,546.5,284.8,257.0
20279,4299,6,218.4,533.3,476.8,267.9
20280,4299,6,108.7,227.8,737.9,494.0
20281,4299,6,320.0,51.0,495.7,371.0
20282,4300,9,204.4,336.9,161.8,529.3
20283,4300,9,382.0,310.5,162.5,535.4
20284,4300,9,739.6,281.4,241.8,592.3
20285,4300,9,578.0,296.0,209.0,581.8
20286,4301,7,238.4,290.3,460.2,565.6
20287,4302,5,435.1,664.9,94.5,100.8
20288,4302,1,516.1,595.6,496.1,287.2
20289,4302,5,443.6,678.1,86.0,113.5
20290,4302,7,620.4,846.2,108.4,40.6
20291,4302,7,9.8,586.2,92.8,75.9
20292,4302,7,81.3,397.2,220.8,161.3
20293,4302,5,253.0,517.8,90.4,83.0
20294,4302,7,86.0,545.5,209.3,177.0
20295,4302,7,116.5,679.4,325.8,122.9
20296,4302,5,166.3,517.1,104.6,45.7
